"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/02/2021","CITI CARD ONLINE PAYMENT 4304 99289975809 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    4304","1500.00","debit","Transfer","Chase Checking","",""
"8/02/2021","CORNERSTONE LOAN PAYMT 0166 363754 WEB ID: 9DRAFTING","CORNERSTONE      LOAN PAYMT 0166","4091.58","debit","Mortgage & Rent","Chase Checking","",""
"8/02/2021","Online Transfer 12178101820 to A mex High Yield Savings Acct ########5387 transaction #: 12178101820","Online Transfer 12178101820 to A","100.00","debit","Transfer","Chase Checking","",""
"8/02/2021","Chase card ending in 7738 08/02","Payment to Chase card ending in","1200.00","debit","Transfer","Chase Checking","",""
"8/02/2021","PayPal","PAYPAL           INST XFER  GOOG","8.80","debit","Shopping","Chase Checking","",""
"8/01/2021","PCC NATURAL MARKET REDMOND WA","PCC NATURAL MARKET  REDMOND             WA","68.48","debit","Groceries","AmEx Blue Cash","",""
"8/01/2021","Amazon","Amazon.com*2P2471ZV0","52.99","debit","Shopping","Amazon Chase","",""
"8/01/2021","Audible.com","Audible*2P0I46GE1","8.64","debit","Books","Amazon Chase","",""
"8/01/2021","Amazon","Amazon Tips*2P9GY0J10","5.00","debit","Shopping","Amazon Chase","",""
"8/01/2021","Payment Thank You - Web","Payment Thank You - Web","1200.00","credit","Transfer","Amazon Chase","",""
"7/31/2021","Safeway","SAFEWAY #0533 0533  WOODINVILLE         WA","51.42","debit","Groceries","AmEx Blue Cash","",""
"7/31/2021","DEPOSIT DIVIDEND Annual Percentage Yield Earned 0.55% for period from 07/01/21 thru 07/31/21 Based o","DEPOSIT DIVIDEND Annual Percentage Yield Earned 0.55% for period from 07/01/21 thru 07/31/21 Based on Average Daily Balance of: 21,285.70","9.92","credit","Investments","Alliant Savings","",""
"7/31/2021","Spring Hill Nursery","SPRING HILL NURSERIES 513-354-1510 OH","51.01","debit","Lawn & Garden","Alliant Visa","",""
"7/31/2021","Fred Meyer","FRED-MEYER #0457 BOTHELL WA","26.93","debit","Groceries","Alliant Visa","",""
"7/31/2021","Walgreens","WALGREENS #6614 BOTHELL WA","10.00","debit","Pharmacy","Alliant Visa","",""
"7/31/2021","RGP*Washington Tree 888-3623626 WA","RGP*Washington Tree 888-3623626 WA","62.75","debit","Home Services","Alliant Visa","",""
"7/31/2021","Beverages & More","BEVERAGES & MORE #157 REDMOND WA","74.69","debit","Alcohol & Bars","Costco Visa","",""
"7/31/2021","ONLINE PAYMENT, THANK YOU","ONLINE PAYMENT, THANK YOU","1500.00","credit","Transfer","Costco Visa","",""
"7/30/2021","Whole Foods","WHOLEFDS KRK#10655 0KIRKLAND            WA","104.60","debit","Groceries","AmEx Blue Cash","",""
"7/30/2021","FRGN TRANS FEE-SUPPORT_MDZ 74609051210000008807553; 00000;","FRGN TRANS FEE-SUPPORT_MDZ","0.20","debit","Fees & Charges","Fidelity Visa","",""
"7/30/2021","SUPPORT_MDZ RIGA 74609051210000008807553; 08699;","SUPPORT_MDZ RIGA","20.00","debit","Vacation","Fidelity Visa","",""
"7/30/2021","DOORDASH*SUSHI ZONE WWW.DOORDASH.CA","DOORDASH*SUSHI ZONE WWW.DOORDASH.CA","46.77","debit","Restaurants","Costco Visa","",""
"7/30/2021","SHILO INN - SEASIDE OCEANSEASIDE OR PHONE NUMBER: FOLIO NUMBER: ARRIVE: DEPART:","SHILO INN - SEASIDE OCEANSEASIDE OR PHONE NUMBER:  FOLIO NUMBER:  ARRIVE:  DEPART:","695.98","debit","Hotel","Costco Visa","",""
"7/30/2021","Amazon","Amazon.com*2E2504UD2","9.87","debit","Shopping","Amazon Chase","",""
"7/30/2021","Amazon","Amazon.com*2P98Q0FR0","20.19","debit","Shopping","Amazon Chase","",""
"7/30/2021","100-SFDC INC. PAYROLL PPD ID: 8359988345","100-SFDC INC.    PAYROLL","5990.45","credit","Paycheck","Chase Checking","",""
"7/29/2021","Sirius Radio","SXM*SIRIUSXM.COM/ACCT 888-635-5","6.06","debit","Music","Fidelity Visa","",""
"7/29/2021","Wheel Fun Rentals","WHEEL FUN RENTALS SEASIDE OR","40.00","debit","Entertainment","Alliant Visa","",""
"7/29/2021","SEASIDE AQUARIUM & GIFT SSEASIDE OR","SEASIDE AQUARIUM & GIFT SSEASIDE OR","22.50","debit","Gift","Alliant Visa","",""
"7/29/2021","RGP*Washington Tree 888-3623626 WA","RGP*Washington Tree 888-3623626 WA","176.10","debit","Home Services","Alliant Visa","",""
"7/29/2021","Etsy.com","Etsy.com - PlantinGreen 718-8557955 NY","62.74","debit","Shopping","Alliant Visa","",""
"7/29/2021","Costco Gas","COSTCO GAS #0740 LACEY WA","73.73","debit","Gas & Fuel","Costco Visa","",""
"7/29/2021","TST* BEACH DAY COFFEE SEASIDE OR","TST* BEACH DAY COFFEE SEASIDE OR","31.20","debit","Coffee Shops","Costco Visa","",""
"7/29/2021","TST* MO'S SEAFOOD & CHOWDSEASIDE OR","TST* MO'S SEAFOOD & CHOWDSEASIDE OR","52.15","debit","Restaurants","Costco Visa","",""
"7/29/2021","Denny's","DENNY'S #6008 KELSO WA","62.69","debit","Restaurants","Costco Visa","",""
"7/28/2021","NY TIMES NYTIME 402-935-7733 NY","PAYPAL *NY TIMES NYTIME 402-935-7733 NY","4.00","debit","Newspapers & Magazines","Alliant Visa","",""
"7/28/2021","Apple","APPLE.COM/BILL 866-712-7753 CA","16.15","debit","Gaming","Alliant Visa","",""
"7/28/2021","STRAWBERRY HILL POVITICA 800-631-1002 KS","STRAWBERRY HILL POVITICA 800-631-1002 KS","36.49","debit","Shopping","Alliant Visa","",""
"7/28/2021","DOOGERS SEAFOOD & GRILL SEASIDE OR","DOOGERS SEAFOOD & GRILL SEASIDE OR","20.00","debit","Restaurants","Costco Visa","",""
"7/28/2021","DOOGERS SEAFOOD & GRILL SEASIDE OR","DOOGERS SEAFOOD & GRILL SEASIDE OR","140.00","debit","Restaurants","Costco Visa","",""
"7/28/2021","Home-Made","SQ *ZINGERS HOMEMADE ICE Seaside OR","28.18","debit","Business Services","Costco Visa","",""
"7/28/2021","NONNI'S ITALIAN BISTRSeaside OR","SQ *NONNI'S ITALIAN BISTRSeaside OR","79.35","debit","Restaurants","Costco Visa","",""
"7/28/2021","PIG 'N PANCAKE-SEASIDE SEASIDE OR","PIG 'N PANCAKE-SEASIDE SEASIDE OR","45.00","debit","Restaurants","Costco Visa","",""
"7/28/2021","Starbucks","STARBUCKS STORE 49305 SEASIDE OR","13.50","debit","Coffee Shops","Costco Visa","",""
"7/28/2021","GrubHub","GRUBHUBTWISTEDCUBANCA GRUBHUB.COM NY","94.38","debit","Restaurants","Costco Visa","",""
"7/28/2021","Prime Video*2P59E43R1","Prime Video*2P59E43R1","3.25","debit","Movies & DVDs","Amazon Chase","",""
"7/28/2021","DOMESTIC INCOMING WIRE FEE","DOMESTIC INCOMING WIRE FEE","15.00","debit","Fees & Charges","Chase Checking","",""
"7/28/2021","Fedwire Via First","FEDWIRE CREDIT VIA: FIRST AMERIC","203193.63","credit","Income","Chase Checking","",""
"7/27/2021","SNOHOMISH COUNTY PUD 425-783-1 24692161208100097545694; 04900;","SNOHOMISH COUNTY PUD 425-783-1","66.39","debit","Bills & Utilities","Fidelity Visa","",""
"7/27/2021","HP Instant Ink","HP *INSTANT INK 855-785-2","3.25","debit","Printing","Fidelity Visa","",""
"7/27/2021","Shoes.com","SHOES.COM 888-200-8414 MA","141.22","debit","Clothing","Alliant Visa","",""
"7/27/2021","Molbak's LLC","MOLBAKS L.L.C. WOODINVILLE WA","44.03","debit","Lawn & Garden","Alliant Visa","",""
"7/27/2021","Spring Hill Nursery","SPRING HILL NURSERIES 513-354-1510 OH","48.35","debit","Lawn & Garden","Alliant Visa","",""
"7/27/2021","Sp Hebron Nutritiona","SP * HEBRON NUTRITIONA HEBRONNUTR CREDIT","49.74","credit","Transfer","Alliant Visa","",""
"7/27/2021","Starbucks","STARBUCKS STORE 11159 TUMWATER WA","14.55","debit","Coffee Shops","Costco Visa","",""
"7/27/2021","Woot LLC","AMZ*Woot LLC","78.25","debit","Clothing","Amazon Chase","",""
"7/26/2021","RIDWELL HTTPSWWW.R 24011341205000050020351; 04789;","RIDWELL HTTPSWWW.R","16.00","debit","Shopping","Fidelity Visa","",""
"7/26/2021","Comcast","COMCAST CABLE COMM 800-COMCA","92.30","debit","Internet","Fidelity Visa","",""
"7/26/2021","Amazon","Amazon.com*2P4B87FR1","29.39","debit","Shopping","Amazon Chase","",""
"7/26/2021","Amazon","AMZN Mktp US*2E3Z84KK0","66.28","debit","Shopping","Amazon Chase","",""
"7/26/2021","Amazon","AMZN Mktp US*2E7AX1BB2","186.97","debit","Shopping","Amazon Chase","",""
"7/26/2021","Amazon","Amazon.com*2P9L934P1","12.58","debit","Shopping","Amazon Chase","",""
"7/26/2021","PayPal","PAYPAL           INST XFER  GOOG","11.00","debit","Shopping","Chase Checking","",""
"7/25/2021","Amazon","AMZN Mktp US*2E8NB35H2","13.99","debit","Shopping","Amazon Chase","",""
"7/25/2021","Amazon","AMZN Mktp US*2P6O15OO1","26.66","debit","Shopping","Amazon Chase","",""
"7/23/2021","Amazon","AMZN Mktp US*2E6Q295M0","11.84","debit","Shopping","Amazon Chase","",""
"7/23/2021","Amazon","AMZN Mktp US*2E45Z8IC1","14.12","debit","Shopping","Amazon Chase","",""
"7/23/2021","Amazon","Amazon.com*2E4WH9HD0","14.90","debit","Shopping","Amazon Chase","",""
"7/22/2021","Amazon","AMZN Mktp US*2E6156EE2","11.96","debit","Shopping","Amazon Chase","",""
"7/22/2021","Amazon","AMZN Mktp US*2E1F53K41","16.79","debit","Shopping","Amazon Chase","",""
"7/21/2021","Amazon","Amazon.com*2E9PX8JI2","59.94","debit","Shopping","Amazon Chase","",""
"7/20/2021","CITI CARD ONLINE PAYMENT 4304 88693335435 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    4304","700.00","debit","Transfer","Chase Checking","",""
"7/20/2021","Alliant CU Visa WEBSERVPMT 9097 00000833920 WEB ID: 989765489","Alliant CU Visa  WEBSERVPMT 9097","4000.00","debit","Transfer","Chase Checking","",""
"7/20/2021","TJX","TJX Rewards MC   TJX EPAY   4305","262.99","debit","Clothing","Chase Checking","",""
"7/19/2021","Amazon","AMZN Mktp US*2E7LE5L92","52.95","debit","Shopping","Amazon Chase","",""
"7/19/2021","ATM WITHDRAWAL 000504 07/1813425 NE","ATM WITHDRAWAL","250.00","debit","Cash & ATM","Chase Checking","",""
"7/19/2021","PayPal","PAYPAL           INST XFER  GOOG","5.49","debit","Shopping","Chase Checking","",""
"7/19/2021","PayPal","PAYPAL           INST XFER  VEND","47.60","debit","Shopping","Chase Checking","",""
"7/19/2021","PayPal","PAYPAL           INST XFER  GOOG","11.00","debit","Shopping","Chase Checking","",""
"7/19/2021","ATM WITHDRAWAL 000731 07/1721045 BOT","ATM WITHDRAWAL","200.00","debit","Cash & ATM","Chase Checking","",""
"7/18/2021","Amazon","Amazon.com*2E1PF2HO1","29.09","debit","Shopping","Amazon Chase","",""
"7/18/2021","Amazon","Amazon.com*290O99YP2","49.78","debit","Shopping","Amazon Chase","",""
"7/16/2021","Amazon","Amazon.com*2E6NO94I0","18.25","debit","Shopping","Amazon Chase","",""
"7/16/2021","Amazon","AMZN Mktp US*2E8JI8GL1","24.95","debit","Shopping","Amazon Chase","",""
"7/15/2021","100-SFDC INC. PAYROLL PPD ID: 8359988345","100-SFDC INC.    PAYROLL","5990.44","credit","Paycheck","Chase Checking","",""
"7/15/2021","Online Transfer 12075672778 to A mex High Yield Savings Acct ########5387 transaction #: 12075672778","Online Transfer 12075672778 to A","100.00","debit","Transfer","Chase Checking","",""
"7/14/2021","Amazon","AMZN Mktp US*2E7TI2TP1","22.16","debit","Shopping","Amazon Chase","",""
"7/14/2021","American Express","AMERICAN EXPRESS ACH PMT    W228","900.00","debit","Transfer","Chase Checking","",""
"7/13/2021","ATM WITHDRAWAL 009201 07/1312028 NE","ATM WITHDRAWAL","50.00","debit","Cash & ATM","Chase Checking","",""
"7/12/2021","Amazon","AMZN Mktp US*294CO8BH2","64.12","debit","Shopping","Amazon Chase","",""
"7/12/2021","EBATES CC EBT EPAY 4240 07951 WEB ID: 9130142001","EBATES CC        EBT EPAY   4240","171.67","debit","Transfer","Chase Checking","",""
"7/11/2021","Amazon","Amazon Tips*2955F8M02","5.00","debit","Shopping","Amazon Chase","",""
"7/11/2021","Amazon","AMZN Mktp US*291FB92B0","7.60","debit","Shopping","Amazon Chase","",""
"7/11/2021","Amazon","AMZN Mktp US*290FW72S0","75.31","debit","Shopping","Amazon Chase","",""
"7/09/2021","Amazon","Amazon.com*2976T0GW2","45.60","debit","Shopping","Amazon Chase","",""
"7/09/2021","Amazon Music","Amazon Music*2921Q2G82","4.34","debit","Music","Amazon Chase","",""
"7/09/2021","Amazon","Amazon.com*294156WZ1","6.99","debit","Shopping","Amazon Chase","",""
"7/08/2021","Alliant CU Visa WEBSERVPMT 9097 00000833920 WEB ID: 989765489","Alliant CU Visa  WEBSERVPMT 9097","4000.00","debit","Transfer","Chase Checking","",""
"7/07/2021","Amazon","AMZN Mktp US*292AD27D1","26.94","debit","Shopping","Amazon Chase","",""
"7/07/2021","Amazon","AMZN Mktp US*2966N2TS2","619.58","debit","Shopping","Amazon Chase","",""
"7/07/2021","Payment Thank You - Web","Payment Thank You - Web","900.00","credit","Transfer","Amazon Chase","",""
"7/07/2021","Amazon","AMZN Mktp US*294TA7AB2","163.04","debit","Shopping","Amazon Chase","",""
"7/07/2021","CARDMEMBER SERV WEB payment **** *******7538 WEB ID: 5911111111","CARDMEMBER SERV  WEB PYMT   ****","1500.00","debit","Transfer","Chase Checking","",""
"7/07/2021","TOUCHNET WEB payment PPD ID: 3430653369","TOUCHNET         WEB PYMT","5571.00","debit","Mortgage & Rent","Chase Checking","",""
"7/07/2021","Chase card ending in 7738 07/07","Payment to Chase card ending in","900.00","debit","Transfer","Chase Checking","",""
"7/06/2021","TJX","TJX Rewards MC   TJX EPAY   4165","260.23","debit","Clothing","Chase Checking","",""
"7/06/2021","DOMESTIC INCOMING WIRE FEE","DOMESTIC INCOMING WIRE FEE","15.00","debit","Fees & Charges","Chase Checking","",""
"7/06/2021","Chips Via Citibank","CHIPS CREDIT VIA: CITIBANK N.A./","4100.00","credit","Income","Chase Checking","",""
"7/06/2021","CORNERSTONE 1 TIME DFT 0166 363754 WEB ID: 9DFT4","CORNERSTONE      1 TIME DFT 0166","4091.58","debit","Mortgage & Rent","Chase Checking","",""
"7/06/2021","CENTRAL LOAN ADM LOAN PAYMT 0160 381182 WEB ID: 9DRAFTING","CENTRAL LOAN ADM LOAN PAYMT 0160","590.46","debit","Mortgage & Rent","Chase Checking","",""
"7/05/2021","Amazon","Amazon.com*294RL6LD2","11.35","debit","Shopping","Amazon Chase","",""
"7/04/2021","Amazon","Amazon.com*2953D4OR2","184.78","debit","Shopping","Amazon Chase","",""
"7/04/2021","Amazon","Amazon.com*299NQ2NV0","17.38","debit","Shopping","Amazon Chase","",""
"7/04/2021","Woot Llc","AMZ*Woot LLC","15.20","credit","Transfer","Amazon Chase","",""
"7/02/2021","Amazon","AMZN Mktp US*2947004T0","77.17","debit","Shopping","Amazon Chase","",""
"7/02/2021","BEAR CREEK HEIGH Assn Dues 2469 7973 WEB ID: HOAPAYMENT","BEAR CREEK HEIGH Assn Dues  2469","75.00","debit","Mortgage & Rent","Chase Checking","",""
"7/02/2021","Alliant CU Visa WEBSERVPMT 9097 00000833920 WEB ID: 989765489","Alliant CU Visa  WEBSERVPMT 9097","3000.00","debit","Transfer","Chase Checking","",""
"7/01/2021","Audible.com","Audible*215PQ1IW2","8.64","debit","Books","Amazon Chase","",""
"7/01/2021","Payment Thank You - Web","Payment Thank You - Web","500.00","credit","Transfer","Amazon Chase","",""
"7/01/2021","Amazon","AMZN Mktp US*215NV2UN2","14.90","debit","Shopping","Amazon Chase","",""
"7/01/2021","Amazon","AMZN Mktp US*2136P0U32","9.42","debit","Shopping","Amazon Chase","",""
"7/01/2021","Chase card ending in 7738 07/01","Payment to Chase card ending in","500.00","debit","Transfer","Chase Checking","",""
"7/01/2021","DOVENMUEHLE MTG MORTG payment 1474 495536 WEB ID: 1362435132","DOVENMUEHLE MTG  MORTG PYMT 1474","3000.00","debit","Mortgage & Rent","Chase Checking","",""
"6/30/2021","Amazon","Amazon.com*218B85Y40","9.55","debit","Shopping","Amazon Chase","",""
"6/30/2021","Amazon","Amazon.com*2986P5PG1","16.31","debit","Shopping","Amazon Chase","",""
"6/30/2021","Amazon","Amazon.com*211BO9YS0","9.87","debit","Shopping","Amazon Chase","",""
"6/30/2021","Amazon","Amazon.com*215BZ3YW0","51.62","debit","Shopping","Amazon Chase","",""
"6/30/2021","TransferWise Inc TrnWise 1591 9655 WEB ID: 9453233521","TransferWise Inc TrnWise    1591","202.33","debit","Transfer","Chase Checking","",""
"6/30/2021","Online Transfer 11987551114 to A mex High Yield Savings Acct ########5387 transaction #: 11987551114","Online Transfer 11987551114 to A","100.00","debit","Transfer","Chase Checking","",""
"6/30/2021","100-SFDC INC. PAYROLL PPD ID: 8359988345","100-SFDC INC.    PAYROLL","6136.29","credit","Paycheck","Chase Checking","",""
"6/30/2021","PayPal","PAYPAL           INST XFER  GOOG","16.50","debit","Shopping","Chase Checking","",""
"6/29/2021","Woot LLC","AMZ*Woot LLC","30.41","debit","Shopping","Amazon Chase","",""
"6/29/2021","Amazon","AMZN Mktp US*2968Y9ET1","43.47","debit","Shopping","Amazon Chase","",""
"6/28/2021","Prime Video*219JD97W0","Prime Video*219JD97W0","3.25","debit","Movies & DVDs","Amazon Chase","",""
"6/27/2021","Amazon","AMZN Mktp US*212J98HA2","34.77","debit","Shopping","Amazon Chase","",""
"6/27/2021","Amazon","AMZN Mktp US*292PY4421","516.33","debit","Shopping","Amazon Chase","",""
"6/25/2021","CITI CARD ONLINE PAYMENT 4304 66400752432 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    4304","600.00","debit","Transfer","Chase Checking","",""
"6/24/2021","Amazon","Amazon.com*217FQ8HZ0","17.38","debit","Shopping","Amazon Chase","",""
"6/24/2021","Amazon","AMZN Mktp US*215LA1PE2","10.86","debit","Shopping","Amazon Chase","",""
"6/24/2021","REMOTE ONLINE DEPOSIT # 1 1","REMOTE ONLINE DEPOSIT #","595.40","credit","Income","Chase Checking","",""
"6/23/2021","Amazon","AMZN Mktp US*2194B8PC0","27.76","debit","Shopping","Amazon Chase","",""
"6/23/2021","PayPal","PAYPAL           INST XFER  GOOG","11.00","debit","Shopping","Chase Checking","",""
"6/22/2021","Amazon","Amazon Tips*214UK1221","5.00","debit","Shopping","Amazon Chase","",""
"6/22/2021","E*TRADE ACH TRNSFR PPD ID: 1391321258","E*TRADE          ACH TRNSFR","13672.72","credit","Transfer","Chase Checking","",""
"6/22/2021","Venmo Cashout Ppd","VENMO            CASHOUT","45.00","credit","Income","Chase Checking","",""
"6/21/2021","Amazon","AMZN Mktp US*215ZE0651","21.73","debit","Shopping","Amazon Chase","",""
"6/21/2021","Amazon","Amazon.com*218092ZM2","42.46","debit","Shopping","Amazon Chase","",""
"6/21/2021","Amazon","AMZN Mktp US*211HI6JR0","49.86","debit","Shopping","Amazon Chase","",""
"6/21/2021","Amazon","Amazon.com*219SL8T60","19.26","debit","Shopping","Amazon Chase","",""
"6/21/2021","ATM WITHDRAWAL 003063 06/1913425 NE","ATM WITHDRAWAL","400.00","debit","Cash & ATM","Chase Checking","",""
"6/18/2021","Amazon","AMZN Mktp US*2134P2450","38.03","debit","Shopping","Amazon Chase","",""
"6/18/2021","CITI CARD ONLINE PAYMENT 4304 60956082838 WEB ID: CITICTP","CITI CARD ONLINE PAYMENT    4304","600.00","debit","Transfer","Chase Checking","",""
"6/18/2021","Alliant CU Visa WEBSERVPMT 9097 00000833920 WEB ID: 989765489","Alliant CU Visa  WEBSERVPMT 9097","6000.00","debit","Transfer","Chase Checking","",""
"6/17/2021","Amazon","AMZN Mktp US*212MI2GA1","38.03","debit","Shopping","Amazon Chase","",""
"6/17/2021","Amazon","AMZN Mktp US*216350C50","10.86","debit","Shopping","Amazon Chase","",""
"6/17/2021","Amazon","AMZN Mktp US*213TS7C10","9.99","debit","Shopping","Amazon Chase","",""
"6/17/2021","American Express","AMERICAN EXPRESS ACH PMT    W767","550.00","debit","Transfer","Chase Checking","",""
"6/16/2021","Online Transfer 11894451219 to A mex High Yield Savings Acct ########5387 transaction #: 11894451219","Online Transfer 11894451219 to A","100.00","debit","Transfer","Chase Checking","",""
"6/15/2021","100-SFDC INC. PAYROLL PPD ID: 8359988345","100-SFDC INC.    PAYROLL","5990.44","credit","Paycheck","Chase Checking","",""
"6/14/2021","Amazon","Amazon Tips*2X0EN1812","5.00","debit","Shopping","Amazon Chase","",""
"6/14/2021","Amazon","PAYMENT FOR AMZ  STORECARD  3987","219.99","debit","Shopping","Chase Checking","",""
"6/14/2021","REMOTE ONLINE DEPOSIT # 1 1","REMOTE ONLINE DEPOSIT #","53.17","credit","Transfer","Chase Checking","",""
"6/13/2021","Amazon","Amazon.com*2X78286U0","77.95","debit","Shopping","Amazon Chase","",""
"6/11/2021","Amazon","AMZN Mktp US*2X1HL3032","1.13","debit","Shopping","Amazon Chase","",""
